,a_img,a_embedding,b_img,b_embedding,genuine,a_img_reconstructed,a_embedding_reconstructed,b_img_reconstructed,b_embedding_reconstructed,a_img_pemiu,a_embedding_pemiu,b_img_pemiu,b_embedding_pemiu,a_embedding_pemiu_reconstructed,cos_sim_a_b,cos_sim_a_pemiu_a_pemiu_reconstructed,cos_sim_scipy_a_b,cos_sim_a_b_normalized,cos_sim_a_pemiu_a_pemiu_reconstructed_normalized,cos_sim_scipy_a_b_normalized
463,../data/lfw_align/Fred_Thompson/Fred_Thompson_0003.png,../data/features_cleaner/Fred_Thompson_0003.npy,../data/lfw_align/Magda_Kertasz/Magda_Kertasz_0001.png,../data/features_cleaner/Magda_Kertasz_0001.npy,False,sample_images/Fred_Thompson_0003_reconstructed.png,sample_images_embeddings/Fred_Thompson_0003_reconstructed.npy,sample_images/Magda_Kertasz_0001_reconstructed.png,sample_images_embeddings/Magda_Kertasz_0001_reconstructed.npy,sample_images_lfw_pemiu/Fred_Thompson_0003_pemiu.png,../data/lfw_embeddings_pemiu/Fred_Thompson_0003.npy,sample_images_lfw_pemiu/Magda_Kertasz_0001_pemiu.png,../data/lfw_embeddings_pemiu/Magda_Kertasz_0001.npy,../data/lfw_embeddings_pemiu_impostor_reconstructed/0163/Fred_Thompson_0003.npy,0.08034760414653205,0.44996358798909963,0.08,0.26051711118382986,0.5667109854782085,0.26022915215337633
464,../data/lfw_align/Garry_Trudeau/Garry_Trudeau_0001.png,../data/features_cleaner/Garry_Trudeau_0001.npy,../data/lfw_align/Pat_Riley/Pat_Riley_0001.png,../data/features_cleaner/Pat_Riley_0001.npy,False,sample_images/Garry_Trudeau_0001_reconstructed.png,sample_images_embeddings/Garry_Trudeau_0001_reconstructed.npy,sample_images/Pat_Riley_0001_reconstructed.png,sample_images_embeddings/Pat_Riley_0001_reconstructed.npy,sample_images_lfw_pemiu/Garry_Trudeau_0001_pemiu.png,../data/lfw_embeddings_pemiu/Garry_Trudeau_0001.npy,sample_images_lfw_pemiu/Pat_Riley_0001_pemiu.png,../data/lfw_embeddings_pemiu/Pat_Riley_0001.npy,../data/lfw_embeddings_pemiu_impostor_reconstructed/0164/Garry_Trudeau_0001.npy,-0.08088576402699765,0.41005086822746106,-0.081,0.12694964704620515,0.5336468572162465,0.12685501273198058
465,../data/lfw_align/Garry_Witherall/Garry_Witherall_0001.png,../data/features_cleaner/Garry_Witherall_0001.npy,../data/lfw_align/Howard_Stern/Howard_Stern_0001.png,../data/features_cleaner/Howard_Stern_0001.npy,False,sample_images/Garry_Witherall_0001_reconstructed.png,sample_images_embeddings/Garry_Witherall_0001_reconstructed.npy,sample_images/Howard_Stern_0001_reconstructed.png,sample_images_embeddings/Howard_Stern_0001_reconstructed.npy,sample_images_lfw_pemiu/Garry_Witherall_0001_pemiu.png,../data/lfw_embeddings_pemiu/Garry_Witherall_0001.npy,sample_images_lfw_pemiu/Howard_Stern_0001_pemiu.png,../data/lfw_embeddings_pemiu/Howard_Stern_0001.npy,../data/lfw_embeddings_pemiu_impostor_reconstructed/0165/Garry_Witherall_0001.npy,0.05368926074751942,-0.004612167338832932,0.054,0.23843305149908853,0.19013551859191066,0.2386904712530267
466,../data/lfw_align/Garry_Witherall/Garry_Witherall_0001.png,../data/features_cleaner/Garry_Witherall_0001.npy,../data/lfw_align/Ingrid_Betancourt/Ingrid_Betancourt_0001.png,../data/features_cleaner/Ingrid_Betancourt_0001.npy,False,sample_images/Garry_Witherall_0001_reconstructed.png,sample_images_embeddings/Garry_Witherall_0001_reconstructed.npy,sample_images/Ingrid_Betancourt_0001_reconstructed.png,sample_images_embeddings/Ingrid_Betancourt_0001_reconstructed.npy,sample_images_lfw_pemiu/Garry_Witherall_0001_pemiu.png,../data/lfw_embeddings_pemiu/Garry_Witherall_0001.npy,sample_images_lfw_pemiu/Ingrid_Betancourt_0001_pemiu.png,../data/lfw_embeddings_pemiu/Ingrid_Betancourt_0001.npy,../data/lfw_embeddings_pemiu_impostor_reconstructed/0166/Garry_Witherall_0001.npy,-0.014168711274498091,0.03714738980757364,-0.014,0.1822187743480467,0.22472958689638628,0.18235853659057383
467,../data/lfw_align/Garry_Witherall/Garry_Witherall_0001.png,../data/features_cleaner/Garry_Witherall_0001.npy,../data/lfw_align/Martin_Keown/Martin_Keown_0001.png,../data/features_cleaner/Martin_Keown_0001.npy,False,sample_images/Garry_Witherall_0001_reconstructed.png,sample_images_embeddings/Garry_Witherall_0001_reconstructed.npy,sample_images/Martin_Keown_0001_reconstructed.png,sample_images_embeddings/Martin_Keown_0001_reconstructed.npy,sample_images_lfw_pemiu/Garry_Witherall_0001_pemiu.png,../data/lfw_embeddings_pemiu/Garry_Witherall_0001.npy,sample_images_lfw_pemiu/Martin_Keown_0001_pemiu.png,../data/lfw_embeddings_pemiu/Martin_Keown_0001.npy,../data/lfw_embeddings_pemiu_impostor_reconstructed/0167/Garry_Witherall_0001.npy,0.08652033494711918,0.45011420982806366,0.087,0.26563066806835317,0.5668357622369036,0.26602802778039353
468,../data/lfw_align/Gary_Gero/Gary_Gero_0001.png,../data/features_cleaner/Gary_Gero_0001.npy,../data/lfw_align/Kim_Hong-gul/Kim_Hong-gul_0001.png,../data/features_cleaner/Kim_Hong-gul_0001.npy,False,sample_images/Gary_Gero_0001_reconstructed.png,sample_images_embeddings/Gary_Gero_0001_reconstructed.npy,sample_images/Kim_Hong-gul_0001_reconstructed.png,sample_images_embeddings/Kim_Hong-gul_0001_reconstructed.npy,sample_images_lfw_pemiu/Gary_Gero_0001_pemiu.png,../data/lfw_embeddings_pemiu/Gary_Gero_0001.npy,sample_images_lfw_pemiu/Kim_Hong-gul_0001_pemiu.png,../data/lfw_embeddings_pemiu/Kim_Hong-gul_0001.npy,../data/lfw_embeddings_pemiu_impostor_reconstructed/0168/Gary_Gero_0001.npy,-0.051336418773291655,-0.01663268013976836,-0.051,0.1514286439013526,0.18017759591968313,0.1517073368477686
469,../data/lfw_align/Gary_Gero/Gary_Gero_0001.png,../data/features_cleaner/Gary_Gero_0001.npy,../data/lfw_align/Phil_Gramm/Phil_Gramm_0001.png,../data/features_cleaner/Phil_Gramm_0001.npy,False,sample_images/Gary_Gero_0001_reconstructed.png,sample_images_embeddings/Gary_Gero_0001_reconstructed.npy,sample_images/Phil_Gramm_0001_reconstructed.png,sample_images_embeddings/Phil_Gramm_0001_reconstructed.npy,sample_images_lfw_pemiu/Gary_Gero_0001_pemiu.png,../data/lfw_embeddings_pemiu/Gary_Gero_0001.npy,sample_images_lfw_pemiu/Phil_Gramm_0001_pemiu.png,../data/lfw_embeddings_pemiu/Phil_Gramm_0001.npy,../data/lfw_embeddings_pemiu_impostor_reconstructed/0169/Gary_Gero_0001.npy,-0.1148376842798062,0.4206056648683438,-0.115,0.09882350949699895,0.5423905647860948,0.09868904540075414
470,../data/lfw_align/Gavin_Degraw/Gavin_Degraw_0001.png,../data/features_cleaner/Gavin_Degraw_0001.npy,../data/lfw_align/Jeffrey_Archer/Jeffrey_Archer_0001.png,../data/features_cleaner/Jeffrey_Archer_0001.npy,False,sample_images/Gavin_Degraw_0001_reconstructed.png,sample_images_embeddings/Gavin_Degraw_0001_reconstructed.npy,sample_images/Jeffrey_Archer_0001_reconstructed.png,sample_images_embeddings/Jeffrey_Archer_0001_reconstructed.npy,sample_images_lfw_pemiu/Gavin_Degraw_0001_pemiu.png,../data/lfw_embeddings_pemiu/Gavin_Degraw_0001.npy,sample_images_lfw_pemiu/Jeffrey_Archer_0001_pemiu.png,../data/lfw_embeddings_pemiu/Jeffrey_Archer_0001.npy,../data/lfw_embeddings_pemiu_impostor_reconstructed/0170/Gavin_Degraw_0001.npy,-0.01720874157162084,0.4494783390770523,-0.017,0.1797003804058497,0.5663090000369074,0.17987330417899502
471,../data/lfw_align/Gene_Robinson/Gene_Robinson_0003.png,../data/features_cleaner/Gene_Robinson_0003.npy,../data/lfw_align/Martha_Bowen/Martha_Bowen_0002.png,../data/features_cleaner/Martha_Bowen_0002.npy,False,sample_images/Gene_Robinson_0003_reconstructed.png,sample_images_embeddings/Gene_Robinson_0003_reconstructed.npy,sample_images/Martha_Bowen_0002_reconstructed.png,sample_images_embeddings/Martha_Bowen_0002_reconstructed.npy,sample_images_lfw_pemiu/Gene_Robinson_0003_pemiu.png,../data/lfw_embeddings_pemiu/Gene_Robinson_0003.npy,sample_images_lfw_pemiu/Martha_Bowen_0002_pemiu.png,../data/lfw_embeddings_pemiu/Martha_Bowen_0002.npy,../data/lfw_embeddings_pemiu_impostor_reconstructed/0171/Gene_Robinson_0003.npy,0.02848617744121697,0.4283285800823039,0.028,0.21755454499757404,0.5487883111866311,0.21715179035267707
472,../data/lfw_align/Georgia_Giddings/Georgia_Giddings_0001.png,../data/features_cleaner/Georgia_Giddings_0001.npy,../data/lfw_align/Mahima_Chaudhari/Mahima_Chaudhari_0001.png,../data/features_cleaner/Mahima_Chaudhari_0001.npy,False,sample_images/Georgia_Giddings_0001_reconstructed.png,sample_images_embeddings/Georgia_Giddings_0001_reconstructed.npy,sample_images/Mahima_Chaudhari_0001_reconstructed.png,sample_images_embeddings/Mahima_Chaudhari_0001_reconstructed.npy,sample_images_lfw_pemiu/Georgia_Giddings_0001_pemiu.png,../data/lfw_embeddings_pemiu/Georgia_Giddings_0001.npy,sample_images_lfw_pemiu/Mahima_Chaudhari_0001_pemiu.png,../data/lfw_embeddings_pemiu/Mahima_Chaudhari_0001.npy,../data/lfw_embeddings_pemiu_impostor_reconstructed/0172/Georgia_Giddings_0001.npy,-0.06759376834323305,-0.04015206610403137,-0.068,0.1379608798754909,0.1606938824867438,0.13762435318215538
473,../data/lfw_align/Geovani_Lapentti/Geovani_Lapentti_0001.png,../data/features_cleaner/Geovani_Lapentti_0001.npy,../data/lfw_align/Rodney_Rempt/Rodney_Rempt_0001.png,../data/features_cleaner/Rodney_Rempt_0001.npy,False,sample_images/Geovani_Lapentti_0001_reconstructed.png,sample_images_embeddings/Geovani_Lapentti_0001_reconstructed.npy,sample_images/Rodney_Rempt_0001_reconstructed.png,sample_images_embeddings/Rodney_Rempt_0001_reconstructed.npy,sample_images_lfw_pemiu/Geovani_Lapentti_0001_pemiu.png,../data/lfw_embeddings_pemiu/Geovani_Lapentti_0001.npy,sample_images_lfw_pemiu/Rodney_Rempt_0001_pemiu.png,../data/lfw_embeddings_pemiu/Rodney_Rempt_0001.npy,../data/lfw_embeddings_pemiu_impostor_reconstructed/0173/Geovani_Lapentti_0001.npy,0.0797028787073215,-0.05030264496033013,0.08,0.25998301366446475,0.15228503329675708,0.26022915215337633
474,../data/lfw_align/Geovani_Lapentti/Geovani_Lapentti_0001.png,../data/features_cleaner/Geovani_Lapentti_0001.npy,../data/lfw_align/Sam_Brownback/Sam_Brownback_0001.png,../data/features_cleaner/Sam_Brownback_0001.npy,False,sample_images/Geovani_Lapentti_0001_reconstructed.png,sample_images_embeddings/Geovani_Lapentti_0001_reconstructed.npy,sample_images/Sam_Brownback_0001_reconstructed.png,sample_images_embeddings/Sam_Brownback_0001_reconstructed.npy,sample_images_lfw_pemiu/Geovani_Lapentti_0001_pemiu.png,../data/lfw_embeddings_pemiu/Geovani_Lapentti_0001.npy,sample_images_lfw_pemiu/Sam_Brownback_0001_pemiu.png,../data/lfw_embeddings_pemiu/Sam_Brownback_0001.npy,../data/lfw_embeddings_pemiu_impostor_reconstructed/0174/Geovani_Lapentti_0001.npy,0.06491398671461172,0.44040687316330324,0.065,0.2477317357605912,0.5587940996671136,0.24780299009548232
475,../data/lfw_align/Gerard_de_Cortanze/Gerard_de_Cortanze_0001.png,../data/features_cleaner/Gerard_de_Cortanze_0001.npy,../data/lfw_align/Mark_Wahlberg/Mark_Wahlberg_0001.png,../data/features_cleaner/Mark_Wahlberg_0001.npy,False,sample_images/Gerard_de_Cortanze_0001_reconstructed.png,sample_images_embeddings/Gerard_de_Cortanze_0001_reconstructed.npy,sample_images/Mark_Wahlberg_0001_reconstructed.png,sample_images_embeddings/Mark_Wahlberg_0001_reconstructed.npy,sample_images_lfw_pemiu/Gerard_de_Cortanze_0001_pemiu.png,../data/lfw_embeddings_pemiu/Gerard_de_Cortanze_0001.npy,sample_images_lfw_pemiu/Mark_Wahlberg_0001_pemiu.png,../data/lfw_embeddings_pemiu/Mark_Wahlberg_0001.npy,../data/lfw_embeddings_pemiu_impostor_reconstructed/0175/Gerard_de_Cortanze_0001.npy,-0.008265602005845826,0.41102288890530514,-0.008,0.18710897384256198,0.5344520896473475,0.18732900141373143
476,../data/lfw_align/Gian_Marco/Gian_Marco_0002.png,../data/features_cleaner/Gian_Marco_0002.npy,../data/lfw_align/Kevin_Stallings/Kevin_Stallings_0002.png,../data/features_cleaner/Kevin_Stallings_0002.npy,False,sample_images/Gian_Marco_0002_reconstructed.png,sample_images_embeddings/Gian_Marco_0002_reconstructed.npy,sample_images/Kevin_Stallings_0002_reconstructed.png,sample_images_embeddings/Kevin_Stallings_0002_reconstructed.npy,sample_images_lfw_pemiu/Gian_Marco_0002_pemiu.png,../data/lfw_embeddings_pemiu/Gian_Marco_0002.npy,sample_images_lfw_pemiu/Kevin_Stallings_0002_pemiu.png,../data/lfw_embeddings_pemiu/Kevin_Stallings_0002.npy,../data/lfw_embeddings_pemiu_impostor_reconstructed/0176/Gian_Marco_0002.npy,0.2127132461072924,0.41932123919573455,0.213,0.3701702390439354,0.5413265326821507,0.37040778906670324
477,../data/lfw_align/Giancarlo_Fisichella/Giancarlo_Fisichella_0001.png,../data/features_cleaner/Giancarlo_Fisichella_0001.npy,../data/lfw_align/Maria_Callas/Maria_Callas_0001.png,../data/features_cleaner/Maria_Callas_0001.npy,False,sample_images/Giancarlo_Fisichella_0001_reconstructed.png,sample_images_embeddings/Giancarlo_Fisichella_0001_reconstructed.npy,sample_images/Maria_Callas_0001_reconstructed.png,sample_images_embeddings/Maria_Callas_0001_reconstructed.npy,sample_images_lfw_pemiu/Giancarlo_Fisichella_0001_pemiu.png,../data/lfw_embeddings_pemiu/Giancarlo_Fisichella_0001.npy,sample_images_lfw_pemiu/Maria_Callas_0001_pemiu.png,../data/lfw_embeddings_pemiu/Maria_Callas_0001.npy,../data/lfw_embeddings_pemiu_impostor_reconstructed/0177/Giancarlo_Fisichella_0001.npy,0.05708320964054498,0.029455024608895784,0.057,0.24124463542981822,0.21835714845856793,0.2411757036646055
478,../data/lfw_align/Gideon_Yago/Gideon_Yago_0001.png,../data/features_cleaner/Gideon_Yago_0001.npy,../data/lfw_align/Natalie_Williams/Natalie_Williams_0001.png,../data/features_cleaner/Natalie_Williams_0001.npy,False,sample_images/Gideon_Yago_0001_reconstructed.png,sample_images_embeddings/Gideon_Yago_0001_reconstructed.npy,sample_images/Natalie_Williams_0001_reconstructed.png,sample_images_embeddings/Natalie_Williams_0001_reconstructed.npy,sample_images_lfw_pemiu/Gideon_Yago_0001_pemiu.png,../data/lfw_embeddings_pemiu/Gideon_Yago_0001.npy,sample_images_lfw_pemiu/Natalie_Williams_0001_pemiu.png,../data/lfw_embeddings_pemiu/Natalie_Williams_0001.npy,../data/lfw_embeddings_pemiu_impostor_reconstructed/0178/Gideon_Yago_0001.npy,-0.015324100546393875,-0.020404638349074782,-0.015,0.18126163739254475,0.17705286498738676,0.18153012578671424
479,../data/lfw_align/Gideon_Yago/Gideon_Yago_0001.png,../data/features_cleaner/Gideon_Yago_0001.npy,../data/lfw_align/Paul_William_Hurley/Paul_William_Hurley_0001.png,../data/features_cleaner/Paul_William_Hurley_0001.npy,False,sample_images/Gideon_Yago_0001_reconstructed.png,sample_images_embeddings/Gideon_Yago_0001_reconstructed.npy,sample_images/Paul_William_Hurley_0001_reconstructed.png,sample_images_embeddings/Paul_William_Hurley_0001_reconstructed.npy,sample_images_lfw_pemiu/Gideon_Yago_0001_pemiu.png,../data/lfw_embeddings_pemiu/Gideon_Yago_0001.npy,sample_images_lfw_pemiu/Paul_William_Hurley_0001_pemiu.png,../data/lfw_embeddings_pemiu/Paul_William_Hurley_0001.npy,../data/lfw_embeddings_pemiu_impostor_reconstructed/0179/Gideon_Yago_0001.npy,-0.03582810114693212,0.4309595188111593,-0.036,0.16427590177271512,0.5509678092539075,0.16413349890566262
480,../data/lfw_align/Glenn_Plummer/Glenn_Plummer_0001.png,../data/features_cleaner/Glenn_Plummer_0001.npy,../data/lfw_align/Maria_Garcia/Maria_Garcia_0001.png,../data/features_cleaner/Maria_Garcia_0001.npy,False,sample_images/Glenn_Plummer_0001_reconstructed.png,sample_images_embeddings/Glenn_Plummer_0001_reconstructed.npy,sample_images/Maria_Garcia_0001_reconstructed.png,sample_images_embeddings/Maria_Garcia_0001_reconstructed.npy,sample_images_lfw_pemiu/Glenn_Plummer_0001_pemiu.png,../data/lfw_embeddings_pemiu/Glenn_Plummer_0001.npy,sample_images_lfw_pemiu/Maria_Garcia_0001_pemiu.png,../data/lfw_embeddings_pemiu/Maria_Garcia_0001.npy,../data/lfw_embeddings_pemiu_impostor_reconstructed/0180/Glenn_Plummer_0001.npy,-0.15011335942921944,0.4438654084805599,-0.15,0.06960075908978337,0.561659187689459,0.06969466726566813
481,../data/lfw_align/Grant_Hackett/Grant_Hackett_0001.png,../data/features_cleaner/Grant_Hackett_0001.npy,../data/lfw_align/Todd_Robbins/Todd_Robbins_0001.png,../data/features_cleaner/Todd_Robbins_0001.npy,False,sample_images/Grant_Hackett_0001_reconstructed.png,sample_images_embeddings/Grant_Hackett_0001_reconstructed.npy,sample_images/Todd_Robbins_0001_reconstructed.png,sample_images_embeddings/Todd_Robbins_0001_reconstructed.npy,sample_images_lfw_pemiu/Grant_Hackett_0001_pemiu.png,../data/lfw_embeddings_pemiu/Grant_Hackett_0001.npy,sample_images_lfw_pemiu/Todd_Robbins_0001_pemiu.png,../data/lfw_embeddings_pemiu/Todd_Robbins_0001.npy,../data/lfw_embeddings_pemiu_impostor_reconstructed/0181/Grant_Hackett_0001.npy,0.044771161009754784,0.4414575171301152,0.045,0.23104520132642684,0.5596644644802306,0.2312347740182903
482,../data/lfw_align/Grant_Hackett/Grant_Hackett_0003.png,../data/features_cleaner/Grant_Hackett_0003.npy,../data/lfw_align/Milo_Djukanovic/Milo_Djukanovic_0003.png,../data/features_cleaner/Milo_Djukanovic_0003.npy,False,sample_images/Grant_Hackett_0003_reconstructed.png,sample_images_embeddings/Grant_Hackett_0003_reconstructed.npy,sample_images/Milo_Djukanovic_0003_reconstructed.png,sample_images_embeddings/Milo_Djukanovic_0003_reconstructed.npy,sample_images_lfw_pemiu/Grant_Hackett_0003_pemiu.png,../data/lfw_embeddings_pemiu/Grant_Hackett_0003.npy,sample_images_lfw_pemiu/Milo_Djukanovic_0003_pemiu.png,../data/lfw_embeddings_pemiu/Milo_Djukanovic_0003.npy,../data/lfw_embeddings_pemiu_impostor_reconstructed/0182/Grant_Hackett_0003.npy,-0.05937128626913,0.43467218918980244,-0.059,0.14477247286021977,0.554043425506745,0.14508005041689181
483,../data/lfw_align/Gray_Davis/Gray_Davis_0026.png,../data/features_cleaner/Gray_Davis_0026.npy,../data/lfw_align/Karen_Lynn_Gorney/Karen_Lynn_Gorney_0001.png,../data/features_cleaner/Karen_Lynn_Gorney_0001.npy,False,sample_images/Gray_Davis_0026_reconstructed.png,sample_images_embeddings/Gray_Davis_0026_reconstructed.npy,sample_images/Karen_Lynn_Gorney_0001_reconstructed.png,sample_images_embeddings/Karen_Lynn_Gorney_0001_reconstructed.npy,sample_images_lfw_pemiu/Gray_Davis_0026_pemiu.png,../data/lfw_embeddings_pemiu/Gray_Davis_0026.npy,sample_images_lfw_pemiu/Karen_Lynn_Gorney_0001_pemiu.png,../data/lfw_embeddings_pemiu/Karen_Lynn_Gorney_0001.npy,../data/lfw_embeddings_pemiu_impostor_reconstructed/0183/Gray_Davis_0026.npy,-0.05757833705841419,0.43861239305411087,-0.058,0.1462577713571483,0.5573075329573475,0.1459084612207514
484,../data/lfw_align/Gregg_Popovich/Gregg_Popovich_0003.png,../data/features_cleaner/Gregg_Popovich_0003.npy,../data/lfw_align/Vernon_Forrest/Vernon_Forrest_0001.png,../data/features_cleaner/Vernon_Forrest_0001.npy,False,sample_images/Gregg_Popovich_0003_reconstructed.png,sample_images_embeddings/Gregg_Popovich_0003_reconstructed.npy,sample_images/Vernon_Forrest_0001_reconstructed.png,sample_images_embeddings/Vernon_Forrest_0001_reconstructed.npy,sample_images_lfw_pemiu/Gregg_Popovich_0003_pemiu.png,../data/lfw_embeddings_pemiu/Gregg_Popovich_0003.npy,sample_images_lfw_pemiu/Vernon_Forrest_0001_pemiu.png,../data/lfw_embeddings_pemiu/Vernon_Forrest_0001.npy,../data/lfw_embeddings_pemiu_impostor_reconstructed/0184/Gregg_Popovich_0003.npy,0.06944248216477511,0.4635313883488642,0.069,0.2514831903167356,0.5779506978808476,0.2511166333109207
485,../data/lfw_align/Gregor_Gysi/Gregor_Gysi_0001.png,../data/features_cleaner/Gregor_Gysi_0001.npy,../data/lfw_align/Tomoko_Hagiwara/Tomoko_Hagiwara_0001.png,../data/features_cleaner/Tomoko_Hagiwara_0001.npy,False,sample_images/Gregor_Gysi_0001_reconstructed.png,sample_images_embeddings/Gregor_Gysi_0001_reconstructed.npy,sample_images/Tomoko_Hagiwara_0001_reconstructed.png,sample_images_embeddings/Tomoko_Hagiwara_0001_reconstructed.npy,sample_images_lfw_pemiu/Gregor_Gysi_0001_pemiu.png,../data/lfw_embeddings_pemiu/Gregor_Gysi_0001.npy,sample_images_lfw_pemiu/Tomoko_Hagiwara_0001_pemiu.png,../data/lfw_embeddings_pemiu/Tomoko_Hagiwara_0001.npy,../data/lfw_embeddings_pemiu_impostor_reconstructed/0185/Gregor_Gysi_0001.npy,0.03323295622392243,0.43980342271674566,0.033,0.22148682782469875,0.5582941947975913,0.22129384437197508
486,../data/lfw_align/Guy_Ritchie/Guy_Ritchie_0002.png,../data/features_cleaner/Guy_Ritchie_0002.npy,../data/lfw_align/Herb_Dhaliwal/Herb_Dhaliwal_0001.png,../data/features_cleaner/Herb_Dhaliwal_0001.npy,False,sample_images/Guy_Ritchie_0002_reconstructed.png,sample_images_embeddings/Guy_Ritchie_0002_reconstructed.npy,sample_images/Herb_Dhaliwal_0001_reconstructed.png,sample_images_embeddings/Herb_Dhaliwal_0001_reconstructed.npy,sample_images_lfw_pemiu/Guy_Ritchie_0002_pemiu.png,../data/lfw_embeddings_pemiu/Guy_Ritchie_0002.npy,sample_images_lfw_pemiu/Herb_Dhaliwal_0001_pemiu.png,../data/lfw_embeddings_pemiu/Herb_Dhaliwal_0001.npy,../data/lfw_embeddings_pemiu_impostor_reconstructed/0186/Guy_Ritchie_0002.npy,0.0036730353246281805,0.02245632310514365,0.004,0.1969990699904882,0.21255934851987124,0.19726993106004664
487,../data/lfw_align/Guy_Ritchie/Guy_Ritchie_0002.png,../data/features_cleaner/Guy_Ritchie_0002.npy,../data/lfw_align/William_Macy/William_Macy_0001.png,../data/features_cleaner/William_Macy_0001.npy,False,sample_images/Guy_Ritchie_0002_reconstructed.png,sample_images_embeddings/Guy_Ritchie_0002_reconstructed.npy,sample_images/William_Macy_0001_reconstructed.png,sample_images_embeddings/William_Macy_0001_reconstructed.npy,sample_images_lfw_pemiu/Guy_Ritchie_0002_pemiu.png,../data/lfw_embeddings_pemiu/Guy_Ritchie_0002.npy,sample_images_lfw_pemiu/William_Macy_0001_pemiu.png,../data/lfw_embeddings_pemiu/William_Macy_0001.npy,../data/lfw_embeddings_pemiu_impostor_reconstructed/0187/Guy_Ritchie_0002.npy,-0.07999968140414215,0.4367698425857379,-0.08,0.12768368746409087,0.5557811442426908,0.12768342353584017
488,../data/lfw_align/Hamid_Efendi/Hamid_Efendi_0001.png,../data/features_cleaner/Hamid_Efendi_0001.npy,../data/lfw_align/Jimmy_Carter/Jimmy_Carter_0008.png,../data/features_cleaner/Jimmy_Carter_0008.npy,False,sample_images/Hamid_Efendi_0001_reconstructed.png,sample_images_embeddings/Hamid_Efendi_0001_reconstructed.npy,sample_images/Jimmy_Carter_0008_reconstructed.png,sample_images_embeddings/Jimmy_Carter_0008_reconstructed.npy,sample_images_lfw_pemiu/Hamid_Efendi_0001_pemiu.png,../data/lfw_embeddings_pemiu/Hamid_Efendi_0001.npy,sample_images_lfw_pemiu/Jimmy_Carter_0008_pemiu.png,../data/lfw_embeddings_pemiu/Jimmy_Carter_0008.npy,../data/lfw_embeddings_pemiu_impostor_reconstructed/0188/Hamid_Efendi_0001.npy,-0.08401270907522572,-0.05633290479823371,-0.084,0.12435925198517772,0.14728950089695708,0.12436978032040177
489,../data/lfw_align/Hamzah_Haz/Hamzah_Haz_0002.png,../data/features_cleaner/Hamzah_Haz_0002.npy,../data/lfw_align/Hilary_McKay/Hilary_McKay_0001.png,../data/features_cleaner/Hilary_McKay_0001.npy,False,sample_images/Hamzah_Haz_0002_reconstructed.png,sample_images_embeddings/Hamzah_Haz_0002_reconstructed.npy,sample_images/Hilary_McKay_0001_reconstructed.png,sample_images_embeddings/Hilary_McKay_0001_reconstructed.npy,sample_images_lfw_pemiu/Hamzah_Haz_0002_pemiu.png,../data/lfw_embeddings_pemiu/Hamzah_Haz_0002.npy,sample_images_lfw_pemiu/Hilary_McKay_0001_pemiu.png,../data/lfw_embeddings_pemiu/Hilary_McKay_0001.npy,../data/lfw_embeddings_pemiu_impostor_reconstructed/0189/Hamzah_Haz_0002.npy,0.013626884648627479,0.4496329788378139,0.014,0.2052449463104798,0.5664371052854286,0.20555403909864267
490,../data/lfw_align/Harald_Ringstorff/Harald_Ringstorff_0001.png,../data/features_cleaner/Harald_Ringstorff_0001.npy,../data/lfw_align/Pat_Riley/Pat_Riley_0001.png,../data/features_cleaner/Pat_Riley_0001.npy,False,sample_images/Harald_Ringstorff_0001_reconstructed.png,sample_images_embeddings/Harald_Ringstorff_0001_reconstructed.npy,sample_images/Pat_Riley_0001_reconstructed.png,sample_images_embeddings/Pat_Riley_0001_reconstructed.npy,sample_images_lfw_pemiu/Harald_Ringstorff_0001_pemiu.png,../data/lfw_embeddings_pemiu/Harald_Ringstorff_0001.npy,sample_images_lfw_pemiu/Pat_Riley_0001_pemiu.png,../data/lfw_embeddings_pemiu/Pat_Riley_0001.npy,../data/lfw_embeddings_pemiu_impostor_reconstructed/0190/Harald_Ringstorff_0001.npy,-0.00834081616996533,-0.018316820558387285,-0.008,0.18704666561640212,0.17878243580168257,0.18732900141373143
491,../data/lfw_align/Harald_Ringstorff/Harald_Ringstorff_0001.png,../data/features_cleaner/Harald_Ringstorff_0001.npy,../data/lfw_align/Romano_Prodi/Romano_Prodi_0006.png,../data/features_cleaner/Romano_Prodi_0006.npy,False,sample_images/Harald_Ringstorff_0001_reconstructed.png,sample_images_embeddings/Harald_Ringstorff_0001_reconstructed.npy,sample_images/Romano_Prodi_0006_reconstructed.png,sample_images_embeddings/Romano_Prodi_0006_reconstructed.npy,sample_images_lfw_pemiu/Harald_Ringstorff_0001_pemiu.png,../data/lfw_embeddings_pemiu/Harald_Ringstorff_0001.npy,sample_images_lfw_pemiu/Romano_Prodi_0006_pemiu.png,../data/lfw_embeddings_pemiu/Romano_Prodi_0006.npy,../data/lfw_embeddings_pemiu_impostor_reconstructed/0191/Harald_Ringstorff_0001.npy,0.04144548124636012,0.4394415905722453,0.041,0.22829017228025344,0.5579944491399036,0.2279211308028519
